initializing,approximating,computingfulldistances,finalizing,finished,dataset,distance,linkage,strategy
1695,31050.0,144112,43959,220816,Crop,lorentzian,weighted,pre_clustering
151,194.0,8948,399,9692,OliveOil,kdtw,weighted,approx_distance_ascending
130,425.0,64,3,622,Plane,sbd,single,fcfs
240,691.0,3788,682,5401,TwoLeadECG,dtw,single,pre_clustering
849,882.0,850,553,3134,FreezerRegularTrain,euclidean,complete,fcfs
568,618.0,115958,73,117217,ScreenType,dtw,single,fcfs
287,342.0,1783,11,2423,SwedishLeaf,lorentzian,single,pre_clustering
556,298.0,160161,220,161235,PigArtPressure,msm,ward,pre_clustering
1518,898.0,12640,223,15279,MixedShapesSmallTrain,lorentzian,single,pre_clustering
1785,134239.0,543863,29653,709540,Crop,msm,average,approx_distance_ascending
139,102.0,603,2,846,Beef,msm,single,pre_clustering
665,805.0,136132,274,137876,ShapesAll,dtw,average,approx_distance_ascending
239,232.0,153,95,719,AllGestureWiimoteX,euclidean,weighted,fcfs
631,221.0,1326,405,2583,SmallKitchenAppliances,lorentzian,complete,pre_clustering
347,2599.0,16761,108,19815,PhalangesOutlinesCorrect,dtw,single,fcfs
1118,1641.0,1977,844,5580,UWaveGestureLibraryX,euclidean,average,fcfs
123,90.0,152,248,613,BirdChicken,dtw,complete,approx_distance_ascending
369,591.0,1295,9,2264,Earthquakes,sbd,weighted,fcfs
270,4378.0,78191,406,83245,MedicalImages,kdtw,average,approx_distance_ascending
164,279.0,740,362,1545,PowerCons,msm,single,approx_distance_ascending
244,59.0,20,17,340,Ham,euclidean,weighted,fcfs
363,759.0,20919,319,22360,FiftyWords,dtw,average,pre_clustering
247,730.0,4944,326,6247,CBF,msm,weighted,approx_distance_ascending
2426,1517.0,6594,1192,11729,UWaveGestureLibraryAll,euclidean,ward,pre_clustering
226,73.0,52,3,354,ShapeletSim,lorentzian,complete,fcfs
276,1135.0,1663,273,3347,SwedishLeaf,sbd,single,approx_distance_ascending
4731,40079.0,952104,3533,1000447,StarLightCurves,sbd,single,approx_distance_ascending
175,274.0,1524,583,2556,GestureMidAirD2,msm,average,approx_distance_ascending
761,3019.0,285471,523,289774,FreezerRegularTrain,msm,average,approx_distance_ascending
164,275.0,614,864,1917,PowerCons,dtw,average,pre_clustering
168,65.0,25,4,262,Meat,lorentzian,ward,fcfs
127,49.0,63,16,255,edeniss20182020_level_anomalies,euclidean,average,approx_distance_ascending
142,56.0,76,17,291,edeniss20182020_rh_anomalies,euclidean,complete,approx_distance_ascending
130,79.0,31,2,242,edeniss20182020_volume_anomalies,lorentzian,single,pre_clustering
179,73.0,182,2,436,Trace,lorentzian,ward,pre_clustering
379,80.0,42,263,764,ACSF1,lorentzian,average,approx_distance_ascending
183,81.0,15,9,288,GunPoint,lorentzian,complete,fcfs
1429,1599.0,34068,48,37144,CinCECGTorso,sbd,single,fcfs
224,188.0,3413,276,4101,ShapeletSim,msm,complete,approx_distance_ascending
381,1956.0,31334,339,34010,FacesUCR,msm,single,approx_distance_ascending
113,56.0,31,12,212,edeniss20182020_vpd_anomalies,lorentzian,weighted,approx_distance_ascending
407,1088.0,4621,36,6152,Symbols,sbd,complete,fcfs
1400,1108.0,2233653,259,2236420,CinCECGTorso,dtw,complete,approx_distance_ascending
236,4761.0,55899,69,60965,TwoLeadECG,kdtw,ward,fcfs
529,91.0,389,4,1013,PigAirwayPressure,lorentzian,single,fcfs
555,91.0,712,2,1360,PigArtPressure,lorentzian,average,pre_clustering
198,52.0,22,6,278,ToeSegmentation2,euclidean,single,pre_clustering
1707,30452.0,193849,30524,256532,Crop,lorentzian,average,approx_distance_ascending
372,699.0,1675,512,3258,FacesUCR,lorentzian,single,approx_distance_ascending
282,83.0,101,5,471,InsectEPGSmallTrain,lorentzian,ward,fcfs
144,147.0,3147,369,3807,BeetleFly,kdtw,single,pre_clustering
333,3346.0,6177,692,10548,PhalangesOutlinesCorrect,sbd,average,approx_distance_ascending
158,805.0,14307,825,16095,edeniss20182020_ph_anomalies,kdtw,weighted,approx_distance_ascending
171,80.0,97,108,456,GestureMidAirD2,euclidean,weighted,approx_distance_ascending
191,146.0,137,291,765,MiddlePhalanxTW,lorentzian,average,approx_distance_ascending
647,4902.0,182599,469,188617,ChlorineConcentration,dtw,single,approx_distance_ascending
759,2950.0,284267,524,288500,FreezerRegularTrain,msm,complete,pre_clustering
1594,1646.0,3819,1008,8067,FordA,euclidean,weighted,fcfs
259,4597.0,78311,413,83580,MedicalImages,kdtw,average,pre_clustering
160,50.0,109,2,321,OliveOil,lorentzian,ward,pre_clustering
109,187.0,23,2,321,SmoothSubspace,dtw,single,fcfs
126,188.0,468,868,1650,edeniss20182020_level_anomalies,msm,weighted,pre_clustering
1509,60336.0,37476600,1224,37539669,FordB,kdtw,complete,pre_clustering
136,165.0,382,7,690,Plane,dtw,average,fcfs
1026,5135.0,702628,496,709285,UWaveGestureLibraryX,dtw,single,fcfs
210,780.0,2489,12,3491,ProximalPhalanxOutlineCorrect,msm,single,pre_clustering
420,179.0,33858,223,34680,ACSF1,msm,single,fcfs
152,358.0,384,120,1014,ItalyPowerDemand,lorentzian,weighted,approx_distance_ascending
215,180.0,966,4,1365,edeniss20182020_pressure_anomalies,lorentzian,single,pre_clustering
1445,8851.0,132959,1091,144346,FordA,sbd,complete,approx_distance_ascending
640,926.0,136682,51,138299,ShapesAll,dtw,ward,fcfs
353,2291.0,335516,360,338520,CricketY,kdtw,ward,approx_distance_ascending
952,1022.0,748211,260,750445,SemgHandMovementCh2,msm,weighted,approx_distance_ascending
128,92.0,58,47,325,edeniss20182020_rh_anomalies,lorentzian,single,approx_distance_ascending
1555,975.0,9577,127,12234,MixedShapesSmallTrain,lorentzian,average,fcfs
1566,2066.0,19598,848,24078,FordA,lorentzian,ward,pre_clustering
198,71.0,33,2,304,ToeSegmentation1,euclidean,single,fcfs
357,229.0,21499,188,22273,Worms,msm,complete,approx_distance_ascending
210,3420.0,114173,40,117843,AllGestureWiimoteX,kdtw,complete,fcfs
216,764.0,1712,40,2732,SonyAIBORobotSurface2,msm,complete,fcfs
295,492.0,836648,454,837889,HouseTwenty,kdtw,weighted,pre_clustering
191,2949.0,31272,406,34818,ProximalPhalanxOutlineCorrect,kdtw,single,pre_clustering
178,250.0,1761,439,2628,GestureMidAirD1,dtw,weighted,pre_clustering
182,372.0,1510,161,2225,GunPointMaleVersusFemale,msm,weighted,approx_distance_ascending
126,467.0,1888,455,2936,ECG200,kdtw,average,approx_distance_ascending
176,336.0,835,8,1355,DistalPhalanxOutlineAgeGroup,dtw,single,fcfs
220,708.0,9155,29,10112,AllGestureWiimoteX,msm,weighted,fcfs
161,300.0,1829,644,2934,GestureMidAirD1,msm,single,pre_clustering
559,1114.0,3235420,439,3237532,PigCVP,kdtw,weighted,approx_distance_ascending
150,168.0,336,141,795,GunPoint,dtw,complete,approx_distance_ascending
596,1137.0,3203498,404,3205635,PigCVP,kdtw,weighted,pre_clustering
562,1927.0,111717,366,114572,InsectWingbeatSound,msm,average,pre_clustering
268,737.0,8583,799,10387,AllGestureWiimoteX,msm,ward,pre_clustering
812,2997.0,284814,519,289142,FreezerRegularTrain,msm,average,pre_clustering
127,380.0,3460,616,4583,edeniss20182020_co2_anomalies,kdtw,complete,approx_distance_ascending
207,361.0,346,98,1012,SonyAIBORobotSurface2,lorentzian,ward,approx_distance_ascending
234,1210.0,1471,45,2960,TwoLeadECG,sbd,complete,fcfs
199,697.0,580,9,1485,DistalPhalanxTW,sbd,ward,pre_clustering
330,577.0,436505,165,437577,Worms,kdtw,weighted,fcfs
169,69.0,38,68,344,ToeSegmentation2,lorentzian,complete,approx_distance_ascending
592,73807.0,2518807,1135,2594341,TwoPatterns,kdtw,complete,approx_distance_ascending
140,237.0,1315,506,2198,edeniss20182020_ec_anomalies,msm,single,pre_clustering
349,744.0,21324,270,22687,WordSynonyms,dtw,ward,pre_clustering
212,407.0,207,41,867,AllGestureWiimoteZ,lorentzian,ward,fcfs
1088,3220.0,695509,521,700338,Yoga,dtw,complete,pre_clustering
422,626.0,692901,267,694216,ACSF1,kdtw,average,approx_distance_ascending
115,97.0,60,134,406,Coffee,dtw,complete,approx_distance_ascending
143,164.0,62,297,666,UMD,msm,average,approx_distance_ascending
266,90.0,104,9,469,InsectEPGSmallTrain,lorentzian,weighted,fcfs
166,917.0,27942,274,29299,GesturePebbleZ1,kdtw,ward,approx_distance_ascending
847,2918.0,288450,300,292515,FreezerRegularTrain,dtw,ward,fcfs
236,326.0,52,98,712,AllGestureWiimoteY,euclidean,single,fcfs
145,213.0,4082,162,4602,Wine,kdtw,complete,fcfs
163,247.0,2924,17,3351,GesturePebbleZ1,msm,ward,fcfs
139,181.0,198,2,520,BirdChicken,sbd,ward,pre_clustering
1788,3756.0,3154260,698,3160502,NonInvasiveFetalECGThorax1,dtw,weighted,approx_distance_ascending
345,1104.0,2369,256,4074,Strawberry,sbd,weighted,approx_distance_ascending
1683,1248.0,4461,1059,8451,NonInvasiveFetalECGThorax1,euclidean,ward,approx_distance_ascending
229,614.0,806,495,2144,ProximalPhalanxTW,msm,single,pre_clustering
140,419.0,4447,468,5474,UMD,kdtw,single,pre_clustering
180,43.0,27,9,259,Herring,euclidean,average,pre_clustering
370,1862.0,31862,173,34267,FacesUCR,dtw,complete,fcfs
233,312.0,820,19,1384,CBF,lorentzian,ward,pre_clustering
2016,372.0,3522,30,5940,HandOutlines,euclidean,single,pre_clustering
200,44.0,21,9,274,Herring,euclidean,complete,approx_distance_ascending
221,362.0,225,25,833,AllGestureWiimoteX,lorentzian,weighted,fcfs
1520,3173.0,66133,483,71309,Mallat,sbd,ward,pre_clustering
443,136.0,991,7,1577,Computers,lorentzian,average,pre_clustering
1137,9283.0,69980,934,81334,UWaveGestureLibraryZ,sbd,complete,approx_distance_ascending
529,792.0,2372,139,3832,InsectWingbeatSound,lorentzian,average,fcfs
225,445.0,662,27,1359,AllGestureWiimoteY,lorentzian,ward,pre_clustering
275,793.0,8071,263,9402,SwedishLeaf,msm,single,pre_clustering
1940,4031.0,3166119,283,3172373,NonInvasiveFetalECGThorax1,dtw,single,fcfs
212,3404.0,25050,389,29055,SonyAIBORobotSurface2,kdtw,complete,approx_distance_ascending
172,488.0,241,205,1106,GesturePebbleZ1,sbd,average,approx_distance_ascending
418,753.0,62772,54,63997,PLAID,dtw,single,fcfs
227,347.0,63,282,919,ShapeletSim,sbd,complete,approx_distance_ascending
185,321.0,1784,309,2599,GunPointAgeSpan,msm,weighted,pre_clustering
1656,2186.0,2746967,345,2751154,MixedShapesSmallTrain,dtw,complete,fcfs
175,251.0,2264,635,3325,GesturePebbleZ1,dtw,average,approx_distance_ascending
226,2978.0,31388,47,34639,MiddlePhalanxOutlineCorrect,kdtw,complete,fcfs
1916,770.0,2871,720,6277,MixedShapesRegularTrain,euclidean,complete,approx_distance_ascending
131,278.0,270,114,793,edeniss20182020_co2_anomalies,sbd,ward,approx_distance_ascending
363,254.0,907,13,1537,CricketY,lorentzian,average,pre_clustering
105,55.0,24,17,201,edeniss20182020_vpd_anomalies,lorentzian,average,approx_distance_ascending
605,73899.0,3014551,1573,3090628,ECG5000,kdtw,ward,approx_distance_ascending
222,39.0,14,10,285,Car,euclidean,average,fcfs
359,670.0,20821,304,22154,FiftyWords,msm,weighted,pre_clustering
134,46.0,17,5,202,Coffee,lorentzian,complete,fcfs
353,1765.0,31737,78,33933,FaceAll,dtw,single,fcfs
1200,353.0,3709,343,5605,EthanolLevel,lorentzian,single,approx_distance_ascending
350,2397.0,16880,553,20180,PhalangesOutlinesCorrect,msm,average,approx_distance_ascending
183,224.0,2623,368,3398,GesturePebbleZ1,dtw,weighted,pre_clustering
305,754.0,20618,293,21970,WordSynonyms,msm,complete,approx_distance_ascending
268,402.0,352,50,1072,SwedishLeaf,lorentzian,complete,fcfs
184,425.0,19310,369,20288,ToeSegmentation2,kdtw,single,approx_distance_ascending
575,240.0,561,765,2141,SmallKitchenAppliances,lorentzian,weighted,approx_distance_ascending
1177,239.0,834,441,2691,EthanolLevel,euclidean,average,pre_clustering
1091,1602.0,6041,1056,9790,UWaveGestureLibraryX,euclidean,weighted,approx_distance_ascending
176,1081.0,27657,438,29352,GunPointOldVersusYoung,kdtw,weighted,pre_clustering
147,52.0,37,9,245,ECG200,euclidean,average,pre_clustering
548,1258.0,2061287,275,2063368,Haptics,kdtw,ward,fcfs
210,820.0,1182,345,2557,SonyAIBORobotSurface2,dtw,weighted,approx_distance_ascending
163,476.0,415,8,1062,GesturePebbleZ1,sbd,average,fcfs
218,615.0,8614,37,9484,AllGestureWiimoteX,dtw,ward,fcfs
145,369.0,165,202,881,edeniss20182020_co2_anomalies,sbd,weighted,approx_distance_ascending
222,338.0,401,351,1312,AllGestureWiimoteY,lorentzian,ward,approx_distance_ascending
227,560.0,9121,84,9992,edeniss20182020_pressure_anomalies,dtw,single,fcfs
162,1426.0,11364,26,12978,DistalPhalanxTW,kdtw,single,fcfs
272,243.0,326399,1005,327919,Rock,kdtw,ward,approx_distance_ascending
162,216.0,9089,401,9868,FaceFour,kdtw,ward,fcfs
572,753.0,2563,571,4459,InsectWingbeatSound,lorentzian,complete,pre_clustering
368,377.0,19452,312,20509,Earthquakes,msm,weighted,pre_clustering
1735,130641.0,518874,25209,676459,Crop,msm,ward,fcfs
251,446.0,77299,331,78327,ShapeletSim,kdtw,weighted,pre_clustering
117,232.0,241,5,595,PickupGestureWiimoteZ,sbd,single,fcfs
285,290.0,12645,245,13465,OSULeaf,dtw,single,pre_clustering
133,50.0,18,14,215,UMD,euclidean,complete,fcfs
161,261.0,1055,4,1481,PowerCons,dtw,single,fcfs
1138,3215.0,697881,582,702816,Yoga,dtw,complete,fcfs
553,883.0,4279,224,5939,LargeKitchenAppliances,sbd,single,pre_clustering
369,609.0,19121,252,20351,CricketY,dtw,complete,approx_distance_ascending
126,287.0,147,4,564,Wine,sbd,complete,fcfs
442,626.0,60929,784,62781,PLAID,dtw,average,approx_distance_ascending
121,101.0,51,156,429,Coffee,dtw,average,approx_distance_ascending
1410,1480.0,35218,461,38569,CinCECGTorso,sbd,single,pre_clustering
166,164.0,613,199,1142,Lightning7,msm,single,approx_distance_ascending
262,142.0,16287,177,16868,Rock,msm,weighted,approx_distance_ascending
1654,15784.0,56419,14273,88130,ElectricDevices,lorentzian,complete,fcfs
150,41.0,25,5,221,Wine,euclidean,complete,pre_clustering
590,652.0,114897,237,116376,LargeKitchenAppliances,dtw,complete,approx_distance_ascending
540,212.0,968,14,1734,RefrigerationDevices,lorentzian,weighted,fcfs
192,457.0,788,14,1451,MiddlePhalanxTW,msm,complete,fcfs
1504,2624.0,50821,353,55302,Phoneme,sbd,complete,pre_clustering
791,2865.0,288993,352,293001,FreezerRegularTrain,dtw,complete,fcfs
144,559.0,492,11,1206,SyntheticControl,msm,weighted,fcfs
160,187.0,667,2,1016,UMD,msm,single,pre_clustering
349,87.0,536,2,974,WormsTwoClass,lorentzian,single,pre_clustering
307,152.0,40671,229,41359,HouseTwenty,msm,single,approx_distance_ascending
222,42.0,14,6,284,Car,euclidean,single,fcfs
176,490.0,376,10,1052,GestureMidAirD1,sbd,complete,fcfs
2020,1627.0,59574,357,63578,HandOutlines,sbd,weighted,approx_distance_ascending
544,110.0,115,27,796,Haptics,euclidean,single,fcfs
241,785.0,5120,15,6161,CBF,dtw,single,fcfs
363,271.0,422,27,1083,CricketZ,lorentzian,ward,fcfs
235,759.0,8733,846,10573,AllGestureWiimoteY,msm,average,pre_clustering
176,879.0,16312,419,17786,PowerCons,kdtw,ward,pre_clustering
872,12145.0,432324,2765,448106,Wafer,dtw,ward,approx_distance_ascending
129,103.0,144,190,566,BirdChicken,msm,ward,approx_distance_ascending
121,31.0,14,2,168,BeetleFly,euclidean,ward,approx_distance_ascending
210,267.0,328,282,1087,SonyAIBORobotSurface2,euclidean,complete,approx_distance_ascending
145,223.0,4066,169,4603,Wine,kdtw,single,fcfs
110,146.0,204,12,472,ShakeGestureWiimoteZ,msm,complete,fcfs
260,686.0,5292,9,6247,CBF,msm,single,fcfs
984,303.0,2201,509,3997,SemgHandMovementCh2,lorentzian,single,pre_clustering
128,203.0,5897,313,6541,Beef,kdtw,weighted,pre_clustering
229,276.0,357,266,1128,AllGestureWiimoteY,euclidean,complete,approx_distance_ascending
693,1018.0,5368,614,7693,FreezerRegularTrain,lorentzian,ward,pre_clustering
133,156.0,300,152,741,edeniss20182020_valve_anomalies,dtw,weighted,approx_distance_ascending
115,96.0,281,64,556,BirdChicken,msm,single,fcfs
160,439.0,5424,361,6384,Plane,kdtw,single,approx_distance_ascending
979,919.0,751947,281,754126,SemgHandMovementCh2,dtw,average,fcfs
120,31.0,17,3,171,BirdChicken,euclidean,ward,pre_clustering
143,162.0,70,240,615,ECG200,dtw,single,approx_distance_ascending
1614,11901.0,190982,10372,214869,ElectricDevices,euclidean,complete,pre_clustering
223,284.0,268,3,778,Lightning2,sbd,complete,fcfs
281,660.0,197691,287,198919,InsectEPGSmallTrain,kdtw,average,fcfs
807,4188.0,29662,554,35211,FreezerSmallTrain,sbd,complete,pre_clustering
188,256.0,1894,278,2616,ToeSegmentation1,msm,single,pre_clustering
914,802.0,8789,241,10746,InlineSkate,sbd,average,approx_distance_ascending
244,489.0,290,52,1075,MoteStrain,lorentzian,complete,fcfs
554,349.0,103356,233,104492,Haptics,msm,ward,approx_distance_ascending
190,1716.0,11978,27,13911,MiddlePhalanxOutlineAgeGroup,kdtw,weighted,fcfs
2100,1041.0,5687120,286,5690547,HandOutlines,msm,complete,pre_clustering
384,191.0,170,66,811,CricketY,euclidean,weighted,pre_clustering
1116,3020.0,698376,384,702896,Yoga,dtw,single,pre_clustering
136,228.0,755,357,1476,edeniss20182020_rh_anomalies,dtw,ward,approx_distance_ascending
116,207.0,105,13,441,Coffee,sbd,single,fcfs
286,425.0,423,399,1533,edeniss20182020_temp_anomalies,lorentzian,complete,approx_distance_ascending
218,45.0,10,9,282,Herring,euclidean,average,fcfs
426,3859.0,1046733,430,1051448,Symbols,kdtw,complete,approx_distance_ascending
233,57.0,35,5,330,ShapeletSim,euclidean,ward,pre_clustering
140,87.0,64,72,363,edeniss20182020_ec_anomalies,lorentzian,ward,approx_distance_ascending
179,278.0,2003,10,2470,GestureMidAirD3,msm,weighted,fcfs
256,304.0,476,293,1329,TwoLeadECG,euclidean,weighted,approx_distance_ascending
317,283.0,400,430,1430,WordSynonyms,lorentzian,average,approx_distance_ascending
562,963.0,3203448,498,3205471,PigAirwayPressure,kdtw,weighted,approx_distance_ascending
1570,11258.0,139693,1476,153997,FordA,sbd,average,pre_clustering
180,1535.0,11529,373,13617,MiddlePhalanxTW,kdtw,complete,approx_distance_ascending
386,3413.0,13451,1289,18539,edeniss20182020_ics_anomalies,sbd,average,fcfs
372,584.0,1091,243,2290,Earthquakes,sbd,average,approx_distance_ascending
356,810.0,2981,13,4160,CricketZ,sbd,single,pre_clustering
578,99.0,124,240,1041,Haptics,euclidean,average,approx_distance_ascending
1580,59353.0,37449442,855,37511230,FordB,kdtw,complete,fcfs
168,164.0,1400,89,1821,ToeSegmentation2,dtw,weighted,pre_clustering
350,385.0,19987,35,20757,Earthquakes,msm,complete,fcfs
186,1759.0,14216,467,16628,ProximalPhalanxTW,kdtw,weighted,pre_clustering
187,1121.0,27393,354,29055,GunPointMaleVersusFemale,kdtw,complete,approx_distance_ascending
640,456.0,240,60,1396,ShapesAll,euclidean,ward,fcfs
605,1751.0,6821,843,10020,ChlorineConcentration,lorentzian,average,pre_clustering
191,524.0,503,163,1381,SyntheticControl,msm,complete,approx_distance_ascending
166,133.0,98,78,475,SonyAIBORobotSurface1,euclidean,single,fcfs
1090,5409.0,694765,960,702224,UWaveGestureLibraryY,msm,weighted,pre_clustering
277,85.0,87,205,654,InsectEPGRegularTrain,lorentzian,complete,approx_distance_ascending
701,992.0,135081,43,136817,ShapesAll,msm,single,fcfs
880,734.0,8740,286,10640,InlineSkate,sbd,ward,approx_distance_ascending
208,123.0,119,95,545,MiddlePhalanxOutlineAgeGroup,euclidean,weighted,pre_clustering
1521,2896.0,65983,390,70790,Mallat,sbd,average,pre_clustering
626,555.0,115724,75,116980,SmallKitchenAppliances,dtw,ward,fcfs
233,2122.0,122765,487,125607,edeniss20182020_pressure_anomalies,kdtw,weighted,approx_distance_ascending
146,526.0,5403,43,6118,GunPoint,kdtw,average,fcfs
124,217.0,291,4,636,PickupGestureWiimoteZ,sbd,weighted,fcfs
668,6287.0,191876,898,199729,ECG5000,dtw,single,pre_clustering
355,468.0,773,5,1601,Worms,sbd,single,fcfs
1928,2673.0,3646023,636,3651260,MixedShapesRegularTrain,msm,ward,pre_clustering
227,471.0,62067,261,63026,Ham,kdtw,average,approx_distance_ascending
174,572.0,532,110,1388,SyntheticControl,msm,weighted,approx_distance_ascending
361,130.0,902,1,1394,Earthquakes,lorentzian,single,pre_clustering
160,1228.0,479,414,2281,ItalyPowerDemand,sbd,single,approx_distance_ascending
1631,3076.0,64560,374,69641,MixedShapesSmallTrain,sbd,single,approx_distance_ascending
155,156.0,97,96,504,SonyAIBORobotSurface1,euclidean,ward,pre_clustering
255,2882.0,89109,69,92315,ECGFiveDays,kdtw,weighted,fcfs
631,872.0,136411,263,138177,ShapesAll,dtw,complete,approx_distance_ascending
256,396.0,659,14,1325,ECGFiveDays,lorentzian,ward,pre_clustering
818,2748.0,287792,548,291906,FreezerRegularTrain,dtw,weighted,pre_clustering
199,263.0,1739,339,2540,GestureMidAirD1,dtw,complete,pre_clustering
1618,1908.0,2495287,334,2499147,Mallat,dtw,weighted,fcfs
367,2652.0,6898,100,10017,FacesUCR,sbd,single,fcfs
